ref_date,year,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,tax_revenue_100m_cny,non_tax_revenue_100m_cny,total_revenue_100m_cny,expenditure_100m_cny,deficit_100m_cny,debt_balance_100m_cny,debt_to_gdp_pct,fiscal_balance_pct_gdp,transfer_payment_100m_cny,social_security_100m_cny,source_org,release_date,data_status
2023-01-01,2023,province,CN-HA,河南,CN-R-CC,华中,9896.03,2559.42,12455.45,15276.4,2820.95,53913.53,85.154,-4.456,2552.11,4023.7,财政部,2023-04-21,final
2023-01-01,2023,province,CN-HB,湖北,CN-R-CC,华中,9632.24,1811.41,11443.65,13565.44,2121.79,50000.51,88.748,-3.766,2045.04,4634.73,财政部,2023-04-21,final
2023-01-01,2023,province,CN-HN,湖南,CN-R-CC,华中,7532.67,2616.7,10149.37,13263.42,3114.05,37977.78,78.705,-6.454,2024.72,4351.44,财政部,2023-04-21,final
2023-01-01,2023,province,CN-GD,广东,CN-R-SC,华南,20858.57,5245.51,26104.08,34849.82,8745.74,102472.81,80.871,-6.902,6054.5,10142.93,财政部,2023-04-21,final
2023-01-01,2023,province,CN-GX,广西,CN-R-SC,华南,3808.37,1152.95,4961.32,6470.28,1508.96,19641.51,71.794,-5.516,1334.92,1908.28,财政部,2023-04-21,final
2023-01-01,2023,province,CN-HI,海南,CN-R-SC,华南,1170.26,326.62,1496.88,1875.23,378.35,6359.08,81.481,-4.848,321.44,599.96,财政部,2023-04-21,final
2023-01-01,2023,province,CN-CQ,重庆,CN-R-SW,西南,4592.79,1472.16,6064.95,7463.49,1398.54,24066.34,84.967,-4.938,1035.44,1786.18,财政部,2023-04-21,final
2023-01-01,2023,province,CN-SC,四川,CN-R-SW,西南,9958.02,2756.99,12715.01,16240.1,3525.09,58391.01,91.072,-5.498,1508.17,4095.69,财政部,2023-04-21,final
2023-01-01,2023,province,CN-GZ,贵州,CN-R-SW,西南,3901.04,1042.32,4943.36,6439.63,1496.27,22242.13,94.052,-6.327,852.12,1499.38,财政部,2023-04-21,final
2023-01-01,2023,province,CN-YN,云南,CN-R-SW,西南,4243.8,983.73,5227.53,6612.98,1385.45,21339.08,84.319,-5.474,917.82,1996.56,财政部,2023-04-21,final
2023-01-01,2023,province,CN-XZ,西藏,CN-R-SW,西南,442.12,138.19,580.31,749.51,169.2,2634.42,93.555,-6.009,93.73,250.27,财政部,2023-04-21,final
2023-01-01,2023,province,CN-SN,陕西,CN-R-NW,西北,5595.68,1443.94,7039.62,9203.9,2164.28,26909.18,77.119,-6.203,1082.17,2444.27,财政部,2023-04-21,final
2023-01-01,2023,province,CN-GS,甘肃,CN-R-NW,西北,1618.33,541.24,2159.57,2906.67,747.1,7668.21,68.216,-6.646,403.66,816.66,财政部,2023-04-21,final
2023-01-01,2023,province,CN-QH,青海,CN-R-NW,西北,702.66,263.57,966.23,1366.63,400.4,3523.0,70.096,-7.967,205.09,445.71,财政部,2023-04-21,final
2023-01-01,2023,province,CN-NX,宁夏,CN-R-NW,西北,960.47,358.6,1319.07,1938.56,619.49,4304.02,59.584,-8.576,268.32,651.85,财政部,2023-04-21,final
2023-01-01,2023,province,CN-XJ,新疆,CN-R-NW,西北,2619.83,773.6,3393.43,4899.97,1506.54,12145.83,72.97,-9.051,647.79,1436.89,财政部,2023-04-21,final
2024-01-01,2024,national,CN,中国,,,211654.52,45945.48,257600,332400,74800.0,1016000,76.795,-5.654,61861.71,69101.7,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-NC,华北,CN,中国,25724.98,5389.9,31114.88,42395.63,11280.75,130840.94,85.905,-7.406,7303.59,9936.68,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-NE,东北,CN,中国,10401.44,1888.2,12289.64,17207.21,4917.57,50229.69,82.891,-8.115,3750.52,3543.81,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-EC,华东,CN,中国,86211.21,16017.48,102228.69,127910.63,25681.94,378425.52,72.057,-4.89,19859.02,28910.26,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-CC,华中,CN,中国,27069.82,6975.55,34045.37,42359.04,8313.67,134711.12,77.51,-4.784,8151.94,7717.77,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-SC,华南,CN,中国,25571.2,8072.73,33643.93,43383.43,9739.5,137197.85,76.093,-5.402,8039.45,8048.42,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-SW,西南,CN,中国,24402.64,5002.68,29405.32,40517.26,11111.94,122391.57,78.626,-7.138,9958.13,7008.27,财政部,2024-04-20,final
2024-01-01,2024,region,CN-R-NW,西北,CN,中国,12273.23,2598.95,14872.18,18626.8,3754.62,62203.31,82.765,-4.996,4799.06,3936.5,财政部,2024-04-20,final
2024-01-01,2024,province,CN-BJ,北京,CN-R-NC,华北,7545.3,1981.43,9526.73,12644.4,3117.67,40084.72,86.002,-6.689,1743.48,2748.68,财政部,2024-04-20,final
2024-01-01,2024,province,CN-TJ,天津,CN-R-NC,华北,2938.7,680.01,3618.71,5003.93,1385.22,17229.46,99.28,-7.982,666.31,1054.03,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HE,河北,CN-R-NC,华北,7833.96,1140.79,8974.75,12950.8,3976.05,35882.07,81.025,-8.978,2689.14,3433.88,财政部,2024-04-20,final
2024-01-01,2024,province,CN-SX,山西,CN-R-NC,华北,4254.0,1098.0,5352.0,6958.2,1606.2,23114.06,87.089,-6.052,1458.91,1716.69,财政部,2024-04-20,final
2024-01-01,2024,province,CN-NM,内蒙古,CN-R-NC,华北,3153.02,489.68,3642.7,4838.3,1195.6,14530.64,82.937,-6.824,745.75,983.41,财政部,2024-04-20,final
2024-01-01,2024,province,CN-LN,辽宁,CN-R-NE,东北,5657.65,846.95,6504.6,9526.96,3022.36,25118.19,78.901,-9.494,2092.15,1723.04,财政部,2024-04-20,final
2024-01-01,2024,province,CN-JL,吉林,CN-R-NE,东北,2005.67,451.05,2456.72,3327.75,871.03,10757.9,88.394,-7.157,928.63,889.87,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HL,黑龙江,CN-R-NE,东北,2738.11,590.21,3328.32,4352.5,1024.18,14353.6,86.512,-6.173,729.74,930.9,财政部,2024-04-20,final
2024-01-01,2024,province,CN-SH,上海,CN-R-EC,华东,7491.37,1701.14,9192.51,11814.87,2622.36,33226.64,66.474,-5.246,1660.84,2797.75,财政部,2024-04-20,final
2024-01-01,2024,province,CN-JS,江苏,CN-R-EC,华东,22396.42,3550.56,25946.98,33419.62,7472.64,98619.24,72.645,-5.504,6016.13,7571.29,财政部,2024-04-20,final
2024-01-01,2024,province,CN-ZJ,浙江,CN-R-EC,华东,14499.42,2804.27,17303.69,21377.76,4074.07,64172.67,74.235,-4.713,3761.0,3941.27,财政部,2024-04-20,final
2024-01-01,2024,province,CN-AH,安徽,CN-R-EC,华东,7723.34,1914.22,9637.56,11939.52,2301.96,36710.01,72.075,-4.52,1455.06,2972.81,财政部,2024-04-20,final
2024-01-01,2024,province,CN-FJ,福建,CN-R-EC,华东,9139.12,1495.6,10634.72,13494.57,2859.85,37665.53,71.426,-5.423,2252.52,3316.4,财政部,2024-04-20,final
2024-01-01,2024,province,CN-JX,江西,CN-R-EC,华东,5380.07,907.02,6287.09,7963.98,1676.89,24165.45,71.629,-4.97,846.06,2173.34,财政部,2024-04-20,final
2024-01-01,2024,province,CN-SD,山东,CN-R-EC,华东,19581.47,3644.67,23226.14,27900.32,4674.18,83865.98,72.56,-4.044,3867.42,6137.39,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HA,河南,CN-R-CC,华中,9458.88,2911.13,12370.01,15556.89,3186.88,48264.22,75.927,-5.013,3104.76,3072.54,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HB,湖北,CN-R-CC,华中,9186.43,2321.26,11507.69,14580.3,3072.61,46643.85,78.278,-5.156,2642.1,2306.34,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HN,湖南,CN-R-CC,华中,8424.51,1743.15,10167.66,12221.85,2054.19,39803.06,78.593,-4.056,2405.08,2338.89,财政部,2024-04-20,final
2024-01-01,2024,province,CN-GD,广东,CN-R-SC,华南,20733.31,6177.22,26910.53,34879.85,7969.32,109079.05,75.315,-5.502,5909.74,6730.31,财政部,2024-04-20,final
2024-01-01,2024,province,CN-GX,广西,CN-R-SC,华南,3644.51,1575.66,5220.17,6502.56,1282.39,22018.08,80.596,-4.694,1773.32,940.69,财政部,2024-04-20,final
2024-01-01,2024,province,CN-HI,海南,CN-R-SC,华南,1193.38,319.85,1513.23,2001.02,487.79,6100.72,74.823,-5.983,356.39,377.42,财政部,2024-04-20,final
2024-01-01,2024,province,CN-CQ,重庆,CN-R-SW,西南,5029.08,714.9,5743.98,8068.97,2324.99,24146.03,76.562,-7.372,1982.54,1345.88,财政部,2024-04-20,final
2024-01-01,2024,province,CN-SC,四川,CN-R-SW,西南,10323.69,2446.38,12770.07,17538.18,4768.11,54786.37,82.254,-7.159,4364.28,3188.13,财政部,2024-04-20,final
2024-01-01,2024,province,CN-GZ,贵州,CN-R-SW,西南,4239.19,583.62,4822.81,6552.21,1729.4,20332.39,79.399,-6.753,1788.44,1045.52,财政部,2024-04-20,final
2024-01-01,2024,province,CN-YN,云南,CN-R-SW,西南,4340.82,1152.2,5493.02,7548.77,2055.75,20969.29,72.69,-7.126,1625.89,1300.16,财政部,2024-04-20,final
2024-01-01,2024,province,CN-XZ,西藏,CN-R-SW,西南,469.86,105.58,575.44,809.13,233.69,2157.5,70.426,-7.628,196.97,128.58,财政部,2024-04-20,final
2024-01-01,2024,province,CN-SN,陕西,CN-R-NW,西北,5577.07,1344.0,6921.07,8811.53,1890.46,27298.86,75.637,-5.238,2182.34,2027.77,财政部,2024-04-20,final
2024-01-01,2024,province,CN-GS,甘肃,CN-R-NW,西北,1859.09,286.35,2145.44,2664.69,519.25,9588.59,87.074,-4.715,785.1,542.07,财政部,2024-04-20,final
2024-01-01,2024,province,CN-QH,青海,CN-R-NW,西北,839.06,130.75,969.81,1274.62,304.81,3730.52,72.534,-5.927,320.98,248.42,财政部,2024-04-20,final
2024-01-01,2024,province,CN-NX,宁夏,CN-R-NW,西北,1232.59,161.11,1393.7,1737.05,343.35,6283.06,94.207,-5.148,443.72,410.23,财政部,2024-04-20,final
2024-01-01,2024,province,CN-XJ,新疆,CN-R-NW,西北,2765.41,676.75,3442.16,4138.91,696.75,15302.28,94.227,-4.29,1066.91,708.02,财政部,2024-04-20,final
2025-01-01,2025,national,CN,中国,,,208880.25,53919.75,262800,339200,76400.0,1058000,76.225,-5.504,64377.14,95838.76,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-NC,华北,CN,中国,24239.98,8069.77,32309.75,42403.53,10093.78,134134.57,80.366,-6.048,8621.41,10200.3,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-NE,东北,CN,中国,10132.46,2043.43,12175.89,15414.84,3238.95,46892.46,70.612,-4.877,2353.36,4102.16,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-EC,华东,CN,中国,87494.57,17777.28,105271.85,134629.96,29358.11,407516.91,75.753,-5.457,29417.94,34432.06,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-CC,华中,CN,中国,26694.53,6701.46,33395.99,45148.88,11752.89,135609.32,71.79,-6.222,6855.74,13059.13,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-SC,华南,CN,中国,25522.12,7737.81,33259.93,42266.78,9006.85,142428.28,78.406,-4.958,7312.73,12989.24,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-SW,西南,CN,中国,23009.87,7912.0,30921.87,39697.84,8775.97,125200.15,76.026,-5.329,6530.04,15515.42,财政部,2025-04-21,preliminary
2025-01-01,2025,region,CN-R-NW,西北,CN,中国,11786.73,3677.99,15464.72,19638.18,4173.46,66218.31,81.25,-5.121,3285.93,5540.46,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-BJ,北京,CN-R-NC,华北,7183.47,2523.14,9706.61,12514.56,2807.95,40204.59,79.85,-5.577,2435.33,2713.67,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-TJ,天津,CN-R-NC,华北,2730.67,1021.63,3752.3,4829.78,1077.48,16471.45,83.219,-5.444,797.16,1211.19,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HE,河北,CN-R-NC,华北,7518.53,2148.61,9667.14,12801.03,3133.89,39646.15,81.648,-6.454,2839.84,3318.82,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-SX,山西,CN-R-NC,华北,4123.87,1342.87,5466.74,7563.37,2096.63,23209.3,82.019,-7.409,1330.72,1884.27,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-NM,内蒙古,CN-R-NC,华北,2683.45,1033.51,3716.96,4694.79,977.83,14603.07,73.358,-4.912,1218.37,1072.35,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-LN,辽宁,CN-R-NE,东北,5531.74,838.26,6370.0,7850.78,1480.78,23996.09,69.077,-4.263,1123.82,2069.59,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-JL,吉林,CN-R-NE,东北,1901.26,513.15,2414.41,2965.03,550.62,9981.1,75.807,-4.182,556.56,941.73,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HL,黑龙江,CN-R-NE,东北,2699.46,692.03,3391.49,4599.03,1207.54,12915.27,69.797,-6.526,672.98,1090.84,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-SH,上海,CN-R-EC,华东,7922.52,1826.67,9749.19,12798.0,3048.81,37953.77,76.206,-6.122,3145.16,3977.48,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-JS,江苏,CN-R-EC,华东,21182.89,5466.28,26649.17,34115.96,7466.79,110452.89,81.675,-5.521,6196.31,9057.73,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-ZJ,浙江,CN-R-EC,华东,16040.11,2149.13,18189.24,22536.05,4346.81,65905.44,73.929,-4.876,6810.84,4674.96,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-AH,安徽,CN-R-EC,华东,7956.38,1789.42,9745.8,13472.48,3726.68,35880.94,69.869,-7.257,2704.97,3278.12,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-FJ,福建,CN-R-EC,华东,9077.56,1854.69,10932.25,13191.33,2259.08,39087.48,73.371,-4.241,3156.23,4102.6,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-JX,江西,CN-R-EC,华东,5585.93,985.75,6571.68,8244.1,1672.42,27206.01,81.138,-4.988,1781.25,1735.72,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-SD,山东,CN-R-EC,华东,19729.19,3705.31,23434.5,30272.04,6837.54,91030.4,72.47,-5.443,5623.17,7605.44,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HA,河南,CN-R-CC,华中,9753.3,2459.28,12212.58,16821.32,4608.74,53084.94,77.591,-6.736,2649.93,5533.15,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HB,湖北,CN-R-CC,华中,9206.28,2013.44,11219.72,14512.23,3292.51,40917.07,62.747,-5.049,2193.57,4256.13,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HN,湖南,CN-R-CC,华中,7734.95,2228.74,9963.69,13815.34,3851.65,41607.31,75.278,-6.969,2012.24,3269.85,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-GD,广东,CN-R-SC,华南,20550.71,5940.06,26490.77,33865.49,7374.72,111307.18,76.754,-5.085,5875.62,10049.17,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-GX,广西,CN-R-SC,华南,3823.95,1339.27,5163.22,6420.48,1257.26,23777.03,84.534,-4.47,966.94,2323.51,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-HI,海南,CN-R-SC,华南,1147.46,458.48,1605.94,1980.8,374.86,7344.07,86.308,-4.405,470.18,616.56,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-CQ,重庆,CN-R-SW,西南,4853.51,1370.37,6223.88,8359.77,2135.89,23535.84,70.115,-6.363,1330.07,3344.82,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-SC,四川,CN-R-SW,西南,9549.07,3805.86,13354.93,17122.94,3768.01,55869.04,77.459,-5.224,3053.36,6806.4,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-GZ,贵州,CN-R-SW,西南,4198.48,1117.74,5316.22,7079.65,1763.43,21734.17,81.275,-6.594,1088.34,2813.0,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-YN,云南,CN-R-SW,西南,3931.27,1484.71,5415.98,6390.79,974.81,21802.5,75.138,-3.36,938.17,2180.92,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-XZ,西藏,CN-R-SW,西南,477.54,133.32,610.86,744.69,133.83,2258.59,69.955,-4.145,120.1,370.29,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-SN,陕西,CN-R-NW,西北,5631.01,1603.89,7234.9,9137.9,1903.0,32906.83,85.335,-4.935,1629.94,2204.37,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-GS,甘肃,CN-R-NW,西北,1753.79,502.93,2256.72,2837.59,580.87,8637.27,75.537,-5.08,334.81,800.03,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-QH,青海,CN-R-NW,西北,763.98,228.69,992.67,1194.05,201.38,3948.49,72.948,-3.72,211.65,374.56,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-NX,宁夏,CN-R-NW,西北,997.19,389.52,1386.71,1869.08,482.37,5394.89,72.819,-6.511,212.74,436.16,财政部,2025-04-21,preliminary
2025-01-01,2025,province,CN-XJ,新疆,CN-R-NW,西北,2640.77,952.96,3593.73,4599.56,1005.83,15330.83,82.064,-5.384,896.78,1725.34,财政部,2025-04-21,preliminary
