ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,total_sales_100m_cny,auto_sales_100m_cny,food_sales_100m_cny,ecommerce_sales_100m_cny,service_retail_100m_cny,yoy_change_pct,mom_change_sa_pct,real_yoy_change_pct,source_org,release_date,data_status
2020-10-01,2020,10,province,CN-BJ,北京,CN-R-NC,华北,2030.61,201.26,232.92,631.32,828.92,7.73,-0.193,7.11,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-TJ,天津,CN-R-NC,华北,780.2,78.06,105.52,175.3,379.26,5.427,-0.205,5.092,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HE,河北,CN-R-NC,华北,2034.66,236.57,222.6,510.02,788.12,4.372,-0.232,3.448,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-SX,山西,CN-R-NC,华北,1152.53,126.58,168.22,268.99,491.63,5.337,0.553,4.209,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-NM,内蒙古,CN-R-NC,华北,767.8,97.97,92.99,204.18,365.17,4.639,0.063,4.303,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-LN,辽宁,CN-R-NE,东北,1408.1,143.3,181.07,358.26,446.8,5.413,0.363,4.24,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-JL,吉林,CN-R-NE,东北,518.73,53.66,78.27,166.21,163.8,5.231,-0.129,4.917,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HL,黑龙江,CN-R-NE,东北,787.6,93.22,108.72,222.55,230.84,6.1,0.953,6.068,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-SH,上海,CN-R-EC,华东,2017.23,146.21,433.88,625.16,815.76,4.615,0.848,3.83,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-JS,江苏,CN-R-EC,华东,5492.86,609.38,880.38,1798.18,1729.76,5.381,-0.382,5.181,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-ZJ,浙江,CN-R-EC,华东,3756.73,289.05,683.77,1182.48,1167.71,7.249,0.5,6.58,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-AH,安徽,CN-R-EC,华东,2050.42,146.22,354.78,635.1,796.1,4.934,0.166,4.652,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-FJ,福建,CN-R-EC,华东,2100.59,225.96,438.92,596.12,768.22,7.708,-0.447,7.766,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-JX,江西,CN-R-EC,华东,1332.88,109.92,243.17,358.89,450.93,5.804,0.449,4.592,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-SD,山东,CN-R-EC,华东,5030.04,510.93,739.82,1317.33,1941.49,4.985,0.308,4.25,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HA,河南,CN-R-CC,华中,2767.88,358.68,406.82,797.59,1075.01,5.942,0.587,5.202,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HB,湖北,CN-R-CC,华中,2520.4,309.14,480.03,716.89,977.45,4.405,0.706,3.518,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HN,湖南,CN-R-CC,华中,2248.67,179.28,319.94,595.86,857.88,5.502,-0.085,4.355,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-GD,广东,CN-R-SC,华南,5788.56,509.44,882.56,1676.32,2004.56,5.77,1.015,5.885,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-GX,广西,CN-R-SC,华南,1230.06,99.2,223.95,342.06,429.59,4.979,-0.397,4.9,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-HI,海南,CN-R-SC,华南,359.95,38.14,49.99,97.6,92.64,7.476,0.74,6.9,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-CQ,重庆,CN-R-SW,西南,1309.57,171.74,186.77,308.07,444.53,6.704,0.804,6.242,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-SC,四川,CN-R-SW,西南,2834.55,345.46,327.37,679.45,883.51,4.817,-0.088,4.133,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-GZ,贵州,CN-R-SW,西南,1139.8,103.52,130.27,237.94,433.15,6.306,-0.147,6.539,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-YN,云南,CN-R-SW,西南,1219.15,106.02,137.78,214.59,372.09,7.353,0.363,6.292,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-XZ,西藏,CN-R-SW,西南,136.75,11.33,16.34,24.34,44.9,6.385,0.964,5.04,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-SN,陕西,CN-R-NW,西北,1614.92,184.62,219.86,482.26,591.8,6.147,1.184,5.068,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-GS,甘肃,CN-R-NW,西北,501.7,46.42,77.24,127.26,171.86,5.719,0.044,5.858,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-QH,青海,CN-R-NW,西北,212.29,21.3,34.68,59.63,77.32,4.619,-0.004,4.067,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-NX,宁夏,CN-R-NW,西北,318.99,34.37,50.18,81.14,119.27,5.71,-0.426,5.677,国家统计局,2020-11-10,final
2020-10-01,2020,10,province,CN-XJ,新疆,CN-R-NW,西北,773.56,96.48,125.07,220.96,255.92,5.375,-0.142,4.155,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-GZ-GZ,广州,CN-GD,广东,1091.1,100.67,183.22,315.8,386.57,5.693,0.119,4.592,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-GD-SZ,深圳,CN-GD,广东,1341.16,112.74,227.13,405.39,461.29,6.056,0.88,4.903,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,810.19,78.18,134.34,214.88,246.73,6.822,1.128,5.437,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-JS-NJ,南京,CN-JS,江苏,866.26,112.38,132.08,239.45,266.99,6.405,0.642,5.509,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-HB-WH,武汉,CN-HB,湖北,597.4,60.59,99.95,144.03,165.03,4.047,1.031,3.059,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-SC-CD,成都,CN-SC,四川,698.57,75.51,118.08,204.72,229.31,7.364,-0.032,6.509,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-SN-XA,西安,CN-SN,陕西,363.05,45.82,57.9,98.84,123.31,6.048,-0.014,5.778,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-JS-SZ,苏州,CN-JS,江苏,1208.19,117.56,173.92,316.43,315.08,6.95,1.271,5.72,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-SD-QD,青岛,CN-SD,山东,813.52,71.61,102.52,222.54,281.7,7.512,-0.355,7.167,国家统计局,2020-11-10,final
2020-10-01,2020,10,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,517.03,56.33,73.58,117.76,181.06,6.957,0.916,5.917,国家统计局,2020-11-10,final
2020-11-01,2020,11,national,CN,中国,,,56906.8,7154.5,9630.02,16766.64,18542.48,7.905,1.429,6.709,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-NC,华北,CN,中国,6824.86,669.2,1239.47,1724.24,2326.17,6.041,-0.254,5.382,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-NE,东北,CN,中国,2649.91,400.46,451.75,887.44,866.71,7.3,1.337,6.408,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-EC,华东,CN,中国,21955.68,2650.95,3758.25,6366.83,6854.1,8.05,0.135,6.73,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-CC,华中,CN,中国,7624.78,1050.35,1508.5,2274.19,2557.33,6.001,0.698,4.042,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-SC,华南,CN,中国,7493.86,947.17,1104.54,2554.58,2513.44,5.36,1.369,4.248,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-SW,西南,CN,中国,6872.89,900.57,1050.47,1728.81,2382.4,4.572,1.038,3.656,国家统计局,2020-12-11,final
2020-11-01,2020,11,region,CN-R-NW,西北,CN,中国,3484.82,535.8,517.04,1230.55,1042.32,7.562,1.324,6.843,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-BJ,北京,CN-R-NC,华北,2061.85,229.18,328.51,490.86,752.95,5.138,1.089,3.987,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-TJ,天津,CN-R-NC,华北,804.92,82.6,160.05,250.05,291.87,5.919,-0.119,4.008,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HE,河北,CN-R-NC,华北,2068.22,158.1,345.18,496.19,680.82,5.316,0.795,4.774,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-SX,山西,CN-R-NC,华北,1131.78,136.88,242.34,315.57,355.9,5.808,1.483,4.002,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-NM,内蒙古,CN-R-NC,华北,758.08,62.44,163.39,171.57,244.63,4.42,0.691,3.29,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-LN,辽宁,CN-R-NE,东北,1380.41,172.14,210.59,445.63,470.95,5.047,0.843,3.489,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-JL,吉林,CN-R-NE,东北,511.25,87.5,107.13,194.1,151.24,5.78,0.057,5.478,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HL,黑龙江,CN-R-NE,东北,758.25,140.82,134.03,247.72,244.53,6.816,0.48,5.632,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-SH,上海,CN-R-EC,华东,2042.25,199.97,337.2,646.7,543.03,4.599,-0.238,3.414,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-JS,江苏,CN-R-EC,华东,5546.79,741.95,806.14,1727.65,1831.92,7.134,0.448,6.329,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-ZJ,浙江,CN-R-EC,华东,3723.39,426.44,740.37,1169.19,1141.2,6.075,0.326,5.376,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-AH,安徽,CN-R-EC,华东,2107.07,262.86,300.74,538.32,703.3,5.279,1.401,3.654,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-FJ,福建,CN-R-EC,华东,2229.51,322.03,371.82,581.25,630.35,6.943,0.698,5.717,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-JX,江西,CN-R-EC,华东,1326.08,160.66,247.03,450.69,431.24,7.303,0.942,5.939,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-SD,山东,CN-R-EC,华东,4980.59,537.04,954.95,1253.04,1573.06,4.927,-0.277,4.066,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HA,河南,CN-R-CC,华中,2744.3,290.48,485.82,762.0,943.56,6.188,0.576,5.277,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HB,湖北,CN-R-CC,华中,2625.47,421.69,581.84,779.08,848.79,6.469,0.444,4.538,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HN,湖南,CN-R-CC,华中,2255.01,338.18,440.85,733.11,764.98,5.87,0.13,4.976,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-GD,广东,CN-R-SC,华南,5983.39,746.2,866.96,2090.55,2062.03,7.196,0.893,5.203,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-GX,广西,CN-R-SC,华南,1174.67,145.77,179.96,339.39,351.91,6.027,0.235,5.486,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-HI,海南,CN-R-SC,华南,335.8,55.2,57.62,124.64,99.5,4.819,1.49,3.368,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-CQ,重庆,CN-R-SW,西南,1379.42,200.83,244.19,390.89,473.81,7.833,0.86,6.689,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-SC,四川,CN-R-SW,西南,2982.74,391.15,452.13,715.62,1014.99,6.969,0.115,5.909,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-GZ,贵州,CN-R-SW,西南,1133.66,120.92,153.94,244.78,401.95,7.596,0.573,6.171,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-YN,云南,CN-R-SW,西南,1248.21,172.84,182.03,345.18,438.67,5.418,0.206,4.609,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-XZ,西藏,CN-R-SW,西南,128.87,14.83,18.18,32.34,52.98,7.62,0.853,7.072,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-SN,陕西,CN-R-NW,西北,1628.3,287.33,256.64,547.41,499.36,8.229,0.032,6.955,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-GS,甘肃,CN-R-NW,西北,497.6,58.72,71.12,205.61,137.55,6.645,1.103,4.633,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-QH,青海,CN-R-NW,西北,238.52,42.71,36.48,80.84,83.33,6.442,0.058,5.652,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-NX,宁夏,CN-R-NW,西北,327.87,48.49,40.13,95.04,111.76,4.689,1.341,3.948,国家统计局,2020-12-11,final
2020-11-01,2020,11,province,CN-XJ,新疆,CN-R-NW,西北,792.52,98.56,112.67,301.66,210.32,5.849,0.463,4.495,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-GZ-GZ,广州,CN-GD,广东,1071.81,114.52,138.5,283.49,358.01,5.291,1.037,4.949,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-GD-SZ,深圳,CN-GD,广东,1302.22,128.74,191.89,402.44,345.44,4.395,0.786,3.482,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,835.5,67.32,142.08,253.9,274.56,7.513,1.303,6.448,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-JS-NJ,南京,CN-JS,江苏,818.12,80.09,118.29,200.3,241.45,7.039,1.298,6.126,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-HB-WH,武汉,CN-HB,湖北,606.09,76.57,84.61,173.47,181.23,5.94,1.277,5.177,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-SC-CD,成都,CN-SC,四川,683.46,88.14,117.1,200.15,190.44,5.945,0.241,4.611,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-SN-XA,西安,CN-SN,陕西,360.28,34.07,46.03,81.62,123.62,5.045,0.35,3.05,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-JS-SZ,苏州,CN-JS,江苏,1245.61,140.34,171.81,355.87,348.25,5.101,0.609,4.398,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-SD-QD,青岛,CN-SD,山东,789.49,75.91,127.16,247.04,242.96,5.938,0.378,4.423,国家统计局,2020-12-11,final
2020-11-01,2020,11,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,528.06,45.36,77.93,151.58,164.84,7.401,0.2,5.961,国家统计局,2020-12-11,final
2020-12-01,2020,12,national,CN,中国,,,58630.78,5911.44,9157.41,17129.87,15589.33,8.089,0.91,7.048,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-NC,华北,CN,中国,6882.78,799.75,1230.1,1830.46,1649.92,4.809,0.316,4.365,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-NE,东北,CN,中国,2618.57,288.01,503.23,775.88,640.48,7.554,0.816,7.209,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-EC,华东,CN,中国,23656.43,2358.74,3493.07,7342.95,6144.05,7.851,0.252,6.179,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-CC,华中,CN,中国,7658.71,641.91,1135.18,1981.22,2046.35,7.193,1.04,5.599,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-SC,华南,CN,中国,7872.91,819.29,1326.3,2354.93,2129.59,7.537,0.073,5.824,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-SW,西南,CN,中国,6562.64,670.83,901.44,1959.7,2033.86,4.853,-0.123,4.394,国家统计局,2021-01-10,final
2020-12-01,2020,12,region,CN-R-NW,西北,CN,中国,3378.75,332.91,568.09,884.73,945.08,6.296,0.078,5.836,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-BJ,北京,CN-R-NC,华北,2068.68,205.05,297.85,591.13,541.51,7.399,0.329,6.299,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-TJ,天津,CN-R-NC,华北,807.5,84.42,140.09,195.27,167.22,8.17,1.301,6.392,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HE,河北,CN-R-NC,华北,2038.02,252.34,398.19,510.1,489.27,5.741,0.248,4.568,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-SX,山西,CN-R-NC,华北,1147.71,150.97,225.31,316.86,274.71,7.765,0.519,7.618,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-NM,内蒙古,CN-R-NC,华北,820.88,106.96,168.67,217.1,177.2,5.476,0.107,4.322,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-LN,辽宁,CN-R-NE,东北,1336.62,165.53,268.39,413.73,321.78,6.195,0.459,4.718,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-JL,吉林,CN-R-NE,东北,528.38,46.34,105.15,136.36,154.62,7.762,0.831,7.019,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HL,黑龙江,CN-R-NE,东北,753.57,76.14,129.69,225.78,164.08,5.625,0.194,5.236,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-SH,上海,CN-R-EC,华东,2136.63,206.87,275.1,540.92,617.4,5.879,0.64,4.17,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-JS,江苏,CN-R-EC,华东,6073.71,709.89,854.49,1696.15,1468.3,8.173,1.183,7.297,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-ZJ,浙江,CN-R-EC,华东,4033.89,326.47,679.3,1267.6,1171.48,8.286,1.286,7.012,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-AH,安徽,CN-R-EC,华东,2290.31,254.95,417.14,787.67,692.08,8.469,0.508,6.935,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-FJ,福建,CN-R-EC,华东,2421.81,253.14,304.43,720.33,560.27,5.033,0.676,4.153,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-JX,江西,CN-R-EC,华东,1462.57,168.9,268.51,505.71,400.31,5.267,1.633,3.754,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-SD,山东,CN-R-EC,华东,5237.5,438.51,694.1,1824.57,1234.2,4.94,-0.046,4.793,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HA,河南,CN-R-CC,华中,2847.02,214.84,398.91,806.18,692.37,8.218,0.422,6.788,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HB,湖北,CN-R-CC,华中,2576.2,254.24,393.8,688.02,768.78,7.686,0.521,6.503,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HN,湖南,CN-R-CC,华中,2235.49,172.83,342.47,487.03,585.2,5.273,0.658,4.466,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-GD,广东,CN-R-SC,华南,6197.55,650.27,1070.72,1847.25,1738.06,5.283,1.447,4.392,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-GX,广西,CN-R-SC,华南,1289.32,125.31,198.75,401.15,309.73,8.44,1.069,7.173,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-HI,海南,CN-R-SC,华南,386.04,43.72,56.83,106.52,81.8,8.003,1.281,6.679,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-CQ,重庆,CN-R-SW,西南,1307.55,127.25,206.93,383.66,412.84,8.39,0.161,6.572,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-SC,四川,CN-R-SW,西南,2844.19,331.92,393.79,811.21,783.27,4.755,0.555,4.522,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-GZ,贵州,CN-R-SW,西南,1076.8,110.26,127.19,333.58,382.53,7.301,0.467,6.781,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-YN,云南,CN-R-SW,西南,1204.32,87.46,156.71,389.17,409.22,8.073,0.304,7.377,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-XZ,西藏,CN-R-SW,西南,129.77,13.94,16.82,42.08,46.0,7.292,1.524,6.37,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-SN,陕西,CN-R-NW,西北,1620.44,164.62,289.19,453.81,455.6,7.894,-0.115,7.358,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-GS,甘肃,CN-R-NW,西北,475.91,50.43,66.75,114.36,138.66,7.387,0.181,5.655,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-QH,青海,CN-R-NW,西北,220.47,26.56,37.0,53.83,59.61,7.676,0.633,5.778,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-NX,宁夏,CN-R-NW,西北,303.77,27.79,38.7,70.51,89.47,8.532,0.5,7.415,国家统计局,2021-01-10,final
2020-12-01,2020,12,province,CN-XJ,新疆,CN-R-NW,西北,758.16,63.5,136.44,192.22,201.74,6.087,1.127,5.728,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-GZ-GZ,广州,CN-GD,广东,1093.89,134.55,168.85,285.71,330.73,6.033,0.926,4.455,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-GD-SZ,深圳,CN-GD,广东,1391.14,155.47,248.0,430.69,371.33,7.609,0.304,6.297,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,827.31,113.05,111.66,188.4,252.06,7.515,0.08,6.32,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-JS-NJ,南京,CN-JS,江苏,878.99,100.3,141.13,214.3,247.02,5.817,-0.129,4.336,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-HB-WH,武汉,CN-HB,湖北,624.59,76.5,110.54,186.86,214.16,8.216,1.018,7.189,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-SC-CD,成都,CN-SC,四川,721.52,100.92,99.35,218.12,238.07,6.216,0.063,4.991,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-SN-XA,西安,CN-SN,陕西,381.67,32.09,51.37,86.3,117.59,5.988,-0.134,4.635,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-JS-SZ,苏州,CN-JS,江苏,1281.06,111.11,183.7,310.03,375.78,5.444,1.087,4.442,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-SD-QD,青岛,CN-SD,山东,851.52,113.27,153.13,190.0,231.06,7.489,0.989,6.98,国家统计局,2021-01-10,final
2020-12-01,2020,12,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,561.82,70.94,68.29,144.75,183.48,7.035,0.665,6.543,国家统计局,2021-01-10,final
2021-01-01,2021,1,national,CN,中国,,,58602.77,4691.44,9205.29,15536.89,19076.61,6.061,1.556,4.532,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-NC,华北,CN,中国,7255.83,589.53,949.11,2044.68,2156.32,6.93,0.679,4.922,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-NE,东北,CN,中国,2638.89,234.94,440.06,643.35,804.49,6.344,0.155,4.588,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-EC,华东,CN,中国,23262.07,1902.91,3878.45,6075.22,7652.42,6.425,0.723,4.618,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-CC,华中,CN,中国,7453.63,537.51,1291.35,1825.33,2392.78,8.684,-0.223,6.344,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-SC,华南,CN,中国,7916.07,739.02,1013.43,2443.14,2873.46,6.841,0.004,5.697,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-SW,西南,CN,中国,6669.45,472.06,1059.05,1617.65,2117.1,8.612,0.918,7.904,国家统计局,2021-02-10,final
2021-01-01,2021,1,region,CN-R-NW,西北,CN,中国,3406.83,215.48,573.84,887.52,1080.02,9.202,0.407,7.652,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-BJ,北京,CN-R-NC,华北,2170.19,136.96,311.8,551.85,605.72,7.209,0.05,6.426,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-TJ,天津,CN-R-NC,华北,831.23,80.49,101.0,242.17,281.97,8.278,0.122,7.172,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-HE,河北,CN-R-NC,华北,2212.8,224.48,288.01,603.1,640.8,5.712,-0.105,3.422,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-SX,山西,CN-R-NC,华北,1184.48,76.67,153.16,396.88,370.85,9.468,0.65,8.385,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-NM,内蒙古,CN-R-NC,华北,857.13,70.92,95.15,250.67,256.98,6.84,-0.185,5.292,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-LN,辽宁,CN-R-NE,东北,1363.41,116.44,229.38,346.24,406.37,7.159,1.413,5.279,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-JL,吉林,CN-R-NE,东北,510.53,39.54,84.47,123.89,145.73,5.918,0.117,3.516,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-HL,黑龙江,CN-R-NE,东北,764.95,78.97,126.21,173.22,252.39,7.756,-0.105,5.588,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-SH,上海,CN-R-EC,华东,2082.71,134.31,334.09,507.84,684.6,6.17,-0.079,4.768,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-JS,江苏,CN-R-EC,华东,5890.68,529.17,1011.73,1320.84,2197.31,7.287,1.291,6.043,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-ZJ,浙江,CN-R-EC,华东,4103.49,317.03,664.58,1298.34,1222.24,6.736,0.527,6.048,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-AH,安徽,CN-R-EC,华东,2263.27,176.51,384.84,667.77,872.42,8.428,0.878,6.669,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-FJ,福建,CN-R-EC,华东,2373.74,201.12,319.47,681.76,671.41,6.588,1.091,5.885,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-JX,江西,CN-R-EC,华东,1413.26,130.19,266.22,407.4,534.15,8.498,1.268,7.712,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-SD,山东,CN-R-EC,华东,5134.93,414.59,897.52,1191.27,1470.29,8.603,0.445,6.822,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-HA,河南,CN-R-CC,华中,2646.99,206.75,470.27,603.15,794.4,8.254,0.843,5.933,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-HB,湖北,CN-R-CC,华中,2576.42,193.85,448.49,661.37,950.54,6.817,1.136,5.162,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-HN,湖南,CN-R-CC,华中,2230.22,136.91,372.58,560.81,647.84,7.52,0.71,6.337,国家统计局,2021-02-10,final
2021-01-01,2021,1,province,CN-GD,广东,CN-R-SC,华南,6212.56,587.42,823.41,1970.24,2245.56,8.017,-0.069,7.335,国家统计局,2021-02-10,final
