ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,total_index,manufacturing_index,mining_index,utilities_index,hightech_index,equipment_mfg_index,capacity_utilization_pct,yoy_growth_pct,mom_growth_sa_pct,source_org,release_date,data_status
2021-09-01,2021,9,province,CN-FJ,福建,CN-R-EC,华东,142.409,146.165,129.848,147.834,152.406,145.937,77.622,5.695,0.05,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-JX,江西,CN-R-EC,华东,138.937,141.715,123.766,148.884,155.406,155.575,77.108,4.721,0.906,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-SD,山东,CN-R-EC,华东,139.387,142.221,131.306,142.148,149.268,145.022,76.941,4.754,0.355,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-HA,河南,CN-R-CC,华中,134.805,133.262,127.891,137.754,156.494,147.873,75.253,5.365,0.136,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-HB,湖北,CN-R-CC,华中,137.059,139.088,135.216,147.623,155.493,147.641,76.2,6.025,-0.191,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-HN,湖南,CN-R-CC,华中,135.586,139.954,127.715,146.205,153.003,141.114,74.256,5.554,0.855,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-GD,广东,CN-R-SC,华南,146.045,149.729,134.754,147.852,166.188,157.552,73.968,4.072,-0.171,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-GX,广西,CN-R-SC,华南,138.062,142.91,132.295,142.556,157.387,153.34,75.99,6.127,0.214,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-HI,海南,CN-R-SC,华南,146.103,149.238,143.631,154.747,162.611,160.474,77.161,6.043,0.847,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-CQ,重庆,CN-R-SW,西南,136.417,140.158,122.42,141.059,146.433,151.324,74.872,6.612,-0.059,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-SC,四川,CN-R-SW,西南,135.508,138.459,132.866,142.699,149.363,139.696,76.82,6.435,0.003,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-GZ,贵州,CN-R-SW,西南,147.521,152.782,141.398,149.575,161.207,159.679,75.574,3.549,0.584,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-YN,云南,CN-R-SW,西南,144.038,143.005,128.709,156.254,158.966,159.887,76.193,6.243,0.669,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-XZ,西藏,CN-R-SW,西南,141.207,144.766,139.148,149.89,153.011,151.865,76.822,5.851,0.352,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-SN,陕西,CN-R-NW,西北,142.899,142.074,132.655,152.65,154.779,157.687,74.466,4.773,0.585,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-GS,甘肃,CN-R-NW,西北,140.638,140.265,127.851,146.762,153.914,148.317,78.243,5.681,0.269,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-QH,青海,CN-R-NW,西北,140.049,138.422,132.355,142.276,160.734,150.434,76.525,6.026,0.792,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-NX,宁夏,CN-R-NW,西北,143.68,145.143,130.343,152.535,155.197,148.513,75.89,6.029,-0.124,国家统计局,2021-10-11,final
2021-09-01,2021,9,province,CN-XJ,新疆,CN-R-NW,西北,140.733,142.864,131.696,153.269,151.417,146.678,74.884,5.18,0.013,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-GZ-GZ,广州,CN-GD,广东,135.558,136.037,122.048,141.187,151.297,145.697,76.876,5.13,-0.182,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-GD-SZ,深圳,CN-GD,广东,139.011,137.996,133.745,151.503,158.252,153.085,74.887,4.649,0.988,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,138.674,140.458,124.783,148.084,153.406,150.5,77.381,5.7,0.717,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-JS-NJ,南京,CN-JS,江苏,142.116,142.185,136.581,146.334,163.353,154.931,76.336,3.825,0.246,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-HB-WH,武汉,CN-HB,湖北,136.884,137.618,130.504,148.508,156.846,140.96,76.497,5.82,-0.099,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-SC-CD,成都,CN-SC,四川,140.269,144.085,127.176,142.434,159.147,143.896,77.177,5.203,0.465,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-SN-XA,西安,CN-SN,陕西,147.672,147.59,136.091,156.17,172.282,155.805,76.449,6.085,0.244,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-JS-SZ,苏州,CN-JS,江苏,145.132,149.325,134.593,147.003,167.564,162.21,74.219,4.638,-0.185,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-SD-QD,青岛,CN-SD,山东,141.472,138.856,134.969,150.538,162.674,147.104,74.302,5.816,0.037,国家统计局,2021-10-11,final
2021-09-01,2021,9,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,140.579,142.786,131.662,149.128,157.81,149.649,76.236,5.593,0.073,国家统计局,2021-10-11,final
2021-10-01,2021,10,national,CN,中国,,,142.217,147.587,132.963,148.659,153.611,149.501,74.477,5.353,0.034,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-NC,华北,CN,中国,144.736,142.224,138.543,151.147,162.919,153.823,75.723,4.903,0.112,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-NE,东北,CN,中国,143.442,142.024,141.906,156.115,158.637,156.108,75.698,4.202,0.233,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-EC,华东,CN,中国,135.465,139.514,126.621,139.939,156.748,142.113,74.716,6.047,0.201,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-CC,华中,CN,中国,146.518,151.323,143.072,152.597,170.023,154.414,75.894,6.254,-0.016,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-SC,华南,CN,中国,138.648,137.012,134.289,141.629,152.776,141.77,74.852,6.916,0.002,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-SW,西南,CN,中国,145.029,146.42,136.244,152.361,167.09,150.679,73.701,6.307,0.432,国家统计局,2021-11-10,final
2021-10-01,2021,10,region,CN-R-NW,西北,CN,中国,139.367,144.736,126.043,148.324,162.915,142.691,75.204,4.85,0.288,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-BJ,北京,CN-R-NC,华北,148.025,147.175,133.658,159.893,172.355,151.331,77.419,7.072,0.585,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-TJ,天津,CN-R-NC,华北,144.493,149.638,142.553,154.814,158.332,160.283,74.552,5.101,-0.048,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HE,河北,CN-R-NC,华北,140.042,142.14,131.972,143.233,159.566,156.741,73.456,5.327,0.046,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-SX,山西,CN-R-NC,华北,147.194,147.3,142.029,154.083,164.955,164.533,77.218,5.688,0.323,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-NM,内蒙古,CN-R-NC,华北,144.826,145.398,137.884,149.996,166.75,155.883,77.576,5.668,0.956,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-LN,辽宁,CN-R-NE,东北,141.026,139.505,131.406,146.044,156.742,150.166,74.701,6.451,0.203,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-JL,吉林,CN-R-NE,东北,147.832,147.018,132.628,157.196,169.259,163.175,75.816,4.842,1.012,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HL,黑龙江,CN-R-NE,东北,138.762,144.068,135.562,143.49,156.725,153.665,75.296,7.239,-0.089,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-SH,上海,CN-R-EC,华东,143.849,141.276,137.691,148.169,154.969,159.94,74.332,6.173,0.774,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-JS,江苏,CN-R-EC,华东,141.227,142.604,127.117,152.324,163.332,155.417,77.364,4.68,0.465,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-ZJ,浙江,CN-R-EC,华东,139.029,138.097,131.547,147.085,153.932,145.307,77.095,5.699,0.664,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-AH,安徽,CN-R-EC,华东,142.258,145.383,131.394,152.116,162.323,154.888,75.718,5.464,0.994,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-FJ,福建,CN-R-EC,华东,144.149,143.704,130.071,156.397,155.385,157.35,75.785,4.44,0.02,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-JX,江西,CN-R-EC,华东,140.198,142.969,125.663,147.873,160.412,149.412,75.755,6.726,0.587,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-SD,山东,CN-R-EC,华东,146.581,151.275,139.569,154.001,164.641,156.74,74.477,5.356,0.38,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HA,河南,CN-R-CC,华中,140.482,141.394,126.092,150.844,152.934,151.392,74.131,6.332,-0.005,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HB,湖北,CN-R-CC,华中,144.832,146.895,130.857,152.684,162.59,154.801,74.806,6.364,1.069,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HN,湖南,CN-R-CC,华中,138.92,139.526,125.038,147.731,156.869,152.273,74.479,6.858,1.019,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-GD,广东,CN-R-SC,华南,145.911,146.722,131.593,158.081,159.886,150.155,74.445,5.185,-0.093,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-GX,广西,CN-R-SC,华南,148.109,146.97,137.682,152.448,160.244,164.16,75.061,4.754,0.342,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-HI,海南,CN-R-SC,华南,148.546,151.001,132.444,160.741,161.655,162.231,74.451,6.718,0.023,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-CQ,重庆,CN-R-SW,西南,148.269,148.701,136.619,156.324,166.945,157.051,76.989,4.232,0.676,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-SC,四川,CN-R-SW,西南,135.892,133.826,133.443,144.81,157.365,146.26,75.126,4.976,1.045,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-GZ,贵州,CN-R-SW,西南,140.098,142.195,131.139,147.836,157.042,151.853,73.72,4.226,0.546,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-YN,云南,CN-R-SW,西南,142.389,141.691,134.117,150.381,157.878,147.029,76.911,4.625,0.123,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-XZ,西藏,CN-R-SW,西南,137.414,136.902,123.818,149.2,150.627,149.35,76.206,6.865,0.21,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-SN,陕西,CN-R-NW,西北,143.78,141.382,129.416,148.738,154.904,157.53,74.311,6.249,0.167,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-GS,甘肃,CN-R-NW,西北,142.469,147.23,140.147,149.26,156.353,150.068,74.234,6.602,0.953,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-QH,青海,CN-R-NW,西北,140.155,137.901,130.246,149.469,156.906,144.616,77.194,6.678,0.242,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-NX,宁夏,CN-R-NW,西北,148.105,148.923,145.576,159.57,171.439,159.345,75.504,6.583,0.64,国家统计局,2021-11-10,final
2021-10-01,2021,10,province,CN-XJ,新疆,CN-R-NW,西北,148.511,153.55,138.092,157.035,162.537,153.346,73.737,7.207,0.742,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-GZ-GZ,广州,CN-GD,广东,139.513,138.969,137.575,147.487,157.446,156.098,76.566,5.884,0.842,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-GD-SZ,深圳,CN-GD,广东,138.27,140.384,133.396,149.269,155.923,142.355,77.282,6.805,0.695,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,140.916,143.879,128.298,150.524,157.49,150.105,74.676,5.909,0.814,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-JS-NJ,南京,CN-JS,江苏,140.376,137.715,136.197,143.855,163.274,157.0,77.109,5.466,0.134,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-HB-WH,武汉,CN-HB,湖北,146.107,150.229,140.588,151.687,167.938,149.663,75.455,4.939,0.682,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-SC-CD,成都,CN-SC,四川,136.431,134.831,123.509,147.702,156.976,139.976,76.014,5.312,0.662,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-SN-XA,西安,CN-SN,陕西,137.735,135.935,133.022,145.0,152.662,142.664,74.944,4.12,-0.069,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-JS-SZ,苏州,CN-JS,江苏,145.19,150.536,136.849,151.284,168.209,153.172,73.576,6.05,0.145,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-SD-QD,青岛,CN-SD,山东,146.893,146.774,134.219,155.252,159.19,162.352,76.736,7.203,1.025,国家统计局,2021-11-10,final
2021-10-01,2021,10,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,136.537,138.112,130.061,141.897,149.475,152.626,77.447,5.26,0.931,国家统计局,2021-11-10,final
2021-11-01,2021,11,national,CN,中国,,,143.075,147.607,134.871,155.438,160.11,154.099,73.813,6.786,0.802,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-NC,华北,CN,中国,137.337,138.532,125.429,139.084,157.78,149.894,74.793,4.987,0.416,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-NE,东北,CN,中国,149.977,153.127,142.526,162.989,173.927,155.777,76.923,6.891,0.66,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-EC,华东,CN,中国,141.724,144.181,130.498,152.402,152.088,157.941,75.681,4.745,0.483,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-CC,华中,CN,中国,138.208,140.536,136.524,142.01,148.252,152.984,73.95,5.515,0.411,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-SC,华南,CN,中国,145.44,148.833,134.58,150.571,156.136,154.613,77.295,6.503,0.817,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-SW,西南,CN,中国,137.129,142.548,127.295,146.803,149.318,142.381,76.338,6.74,0.589,国家统计局,2021-12-11,final
2021-11-01,2021,11,region,CN-R-NW,西北,CN,中国,136.349,141.432,134.925,142.772,158.636,151.501,76.536,4.433,-0.104,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-BJ,北京,CN-R-NC,华北,143.825,146.65,132.901,151.683,160.091,153.003,73.948,6.785,0.329,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-TJ,天津,CN-R-NC,华北,147.065,151.582,134.316,152.393,169.606,162.047,74.629,6.557,0.87,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HE,河北,CN-R-NC,华北,138.824,140.847,136.071,141.198,150.258,155.073,76.98,6.661,0.349,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-SX,山西,CN-R-NC,华北,145.074,147.705,136.309,153.3,162.373,157.138,75.208,4.232,0.717,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-NM,内蒙古,CN-R-NC,华北,147.17,152.529,145.577,151.838,172.112,150.824,74.691,6.615,0.098,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-LN,辽宁,CN-R-NE,东北,141.402,138.879,130.94,151.623,164.509,153.05,74.964,4.634,0.169,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-JL,吉林,CN-R-NE,东北,149.755,154.56,144.44,152.708,162.429,162.859,74.203,7.123,0.239,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HL,黑龙江,CN-R-NE,东北,145.189,149.413,130.975,156.907,165.095,159.499,74.177,4.351,0.714,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-SH,上海,CN-R-EC,华东,149.77,154.343,141.29,154.319,171.983,161.638,75.05,4.227,0.201,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-JS,江苏,CN-R-EC,华东,147.505,152.121,145.801,154.74,166.598,165.082,73.711,5.588,0.322,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-ZJ,浙江,CN-R-EC,华东,142.904,147.768,127.551,145.78,158.97,155.567,74.014,5.941,0.789,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-AH,安徽,CN-R-EC,华东,136.752,137.662,126.706,142.663,154.16,142.232,75.153,5.658,0.859,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-FJ,福建,CN-R-EC,华东,140.733,139.146,128.853,142.831,153.777,147.922,75.172,6.178,0.492,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-JX,江西,CN-R-EC,华东,138.213,140.926,128.365,147.729,151.743,150.224,75.232,6.19,0.772,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-SD,山东,CN-R-EC,华东,141.607,143.038,139.864,143.339,163.782,147.649,73.936,4.798,0.89,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HA,河南,CN-R-CC,华中,141.589,141.547,135.999,152.81,164.881,146.257,77.755,6.533,0.717,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HB,湖北,CN-R-CC,华中,148.966,148.425,146.617,155.957,164.969,160.588,76.496,4.558,0.814,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HN,湖南,CN-R-CC,华中,147.225,151.924,136.133,155.14,164.196,163.521,74.526,4.24,0.992,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-GD,广东,CN-R-SC,华南,140.51,140.902,136.471,143.839,160.186,155.719,75.42,4.414,0.519,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-GX,广西,CN-R-SC,华南,137.555,139.311,122.701,140.177,158.038,147.485,75.529,6.627,-0.016,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-HI,海南,CN-R-SC,华南,138.177,138.928,131.43,143.054,148.476,144.271,77.732,4.767,0.417,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-CQ,重庆,CN-R-SW,西南,146.743,144.418,133.753,148.838,160.973,155.382,74.346,6.077,-0.078,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-SC,四川,CN-R-SW,西南,149.216,147.503,137.215,158.947,160.441,164.965,76.9,6.68,0.87,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-GZ,贵州,CN-R-SW,西南,138.191,141.965,126.781,143.458,154.82,149.817,73.722,5.828,0.014,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-YN,云南,CN-R-SW,西南,142.74,147.655,135.801,146.288,158.981,155.607,75.127,5.717,0.737,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-XZ,西藏,CN-R-SW,西南,137.315,141.697,125.697,141.431,154.924,144.132,77.504,6.837,0.931,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-SN,陕西,CN-R-NW,西北,137.661,136.222,132.893,139.803,149.583,142.833,74.727,4.135,0.158,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-GS,甘肃,CN-R-NW,西北,139.937,139.804,129.011,144.836,160.524,151.466,76.126,4.339,0.776,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-QH,青海,CN-R-NW,西北,139.235,139.06,133.887,145.465,155.771,146.841,74.32,4.913,0.283,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-NX,宁夏,CN-R-NW,西北,146.389,147.53,137.867,154.415,161.837,154.752,73.674,5.875,0.99,国家统计局,2021-12-11,final
2021-11-01,2021,11,province,CN-XJ,新疆,CN-R-NW,西北,141.807,144.595,135.448,152.14,155.807,155.134,77.08,4.016,0.02,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-GZ-GZ,广州,CN-GD,广东,145.499,146.491,140.203,153.697,156.82,154.277,75.21,6.451,-0.054,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-GD-SZ,深圳,CN-GD,广东,149.71,149.374,134.354,160.983,161.991,157.237,74.031,4.543,0.247,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,145.312,149.761,136.755,156.73,164.347,158.609,77.76,4.425,0.017,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-JS-NJ,南京,CN-JS,江苏,136.126,136.456,129.303,143.138,158.646,141.11,77.221,4.179,-0.041,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-HB-WH,武汉,CN-HB,湖北,139.13,136.398,136.931,142.266,149.956,150.238,77.14,6.277,0.46,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-SC-CD,成都,CN-SC,四川,142.379,145.008,139.576,152.607,165.499,150.375,74.788,4.497,0.728,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-SN-XA,西安,CN-SN,陕西,149.046,153.562,144.265,155.439,162.472,153.627,76.789,5.491,0.315,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-JS-SZ,苏州,CN-JS,江苏,139.995,138.095,133.675,147.58,163.463,146.667,74.239,6.842,0.922,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-SD-QD,青岛,CN-SD,山东,142.118,146.643,130.811,148.45,156.51,158.63,73.774,6.176,0.905,国家统计局,2021-12-11,final
2021-11-01,2021,11,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,147.015,152.155,132.148,152.979,159.392,163.133,74.488,6.415,0.961,国家统计局,2021-12-11,final
2021-12-01,2021,12,national,CN,中国,,,144.02,141.956,130.403,150.401,165.592,158.644,74.145,6.421,0.462,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-NC,华北,CN,中国,144.122,144.351,129.938,151.664,166.614,153.192,74.207,6.463,0.837,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-NE,东北,CN,中国,138.626,144.052,125.936,148.547,161.196,144.36,75.129,6.288,0.569,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-EC,华东,CN,中国,137.85,135.305,132.251,147.562,155.495,148.939,74.694,7.781,0.571,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-CC,华中,CN,中国,144.374,146.78,133.901,147.197,162.937,150.453,74.088,4.992,0.552,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-SC,华南,CN,中国,138.623,141.701,130.704,142.9,151.336,142.797,76.339,7.103,0.525,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-SW,西南,CN,中国,148.957,152.146,138.468,161.09,168.474,158.272,75.352,5.258,-0.162,国家统计局,2022-01-10,final
2021-12-01,2021,12,region,CN-R-NW,西北,CN,中国,140.664,145.862,130.876,144.477,152.295,154.56,76.25,6.971,0.733,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-BJ,北京,CN-R-NC,华北,146.669,150.829,135.865,151.282,161.153,158.757,77.188,7.609,0.126,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-TJ,天津,CN-R-NC,华北,148.681,151.908,135.294,155.292,160.57,154.744,77.502,6.227,0.009,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HE,河北,CN-R-NC,华北,148.269,154.023,138.468,158.895,167.314,154.489,74.727,7.242,0.11,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-SX,山西,CN-R-NC,华北,143.672,146.887,139.535,152.828,164.689,157.457,76.365,5.162,-0.202,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-NM,内蒙古,CN-R-NC,华北,148.675,153.829,138.993,156.353,165.937,156.238,76.151,7.159,0.667,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-LN,辽宁,CN-R-NE,东北,142.638,144.822,137.066,149.419,163.675,145.552,74.6,8.026,0.818,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-JL,吉林,CN-R-NE,东北,148.775,146.661,146.632,158.194,163.989,158.683,75.733,5.436,0.52,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HL,黑龙江,CN-R-NE,东北,142.707,140.794,133.887,148.741,161.388,155.338,75.357,5.763,-0.174,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-SH,上海,CN-R-EC,华东,138.499,139.372,132.665,146.071,149.616,143.931,75.143,7.608,0.224,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-JS,江苏,CN-R-EC,华东,142.377,143.196,126.767,148.505,166.113,149.064,75.33,7.519,0.563,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-ZJ,浙江,CN-R-EC,华东,146.565,143.81,133.862,156.579,163.427,158.977,77.818,6.201,-0.037,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-AH,安徽,CN-R-EC,华东,149.352,149.378,139.97,156.566,173.243,157.201,76.191,5.184,0.405,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-FJ,福建,CN-R-EC,华东,144.372,147.427,133.67,150.39,163.477,151.849,74.156,7.108,0.143,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-JX,江西,CN-R-EC,华东,136.904,136.683,126.467,147.131,147.118,146.586,77.206,6.702,0.404,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-SD,山东,CN-R-EC,华东,144.083,145.602,134.798,148.048,160.47,156.012,75.326,7.559,0.824,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HA,河南,CN-R-CC,华中,138.032,139.184,133.946,141.934,159.422,142.078,76.518,5.1,0.475,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HB,湖北,CN-R-CC,华中,146.437,148.822,135.303,150.964,163.69,163.123,77.629,5.445,0.377,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HN,湖南,CN-R-CC,华中,138.111,137.888,134.796,148.543,152.695,147.457,74.434,6.464,0.509,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-GD,广东,CN-R-SC,华南,140.195,144.869,135.476,150.137,154.675,152.469,73.95,7.505,-0.263,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-GX,广西,CN-R-SC,华南,142.008,139.927,129.026,149.226,157.323,158.127,76.519,6.937,-0.255,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-HI,海南,CN-R-SC,华南,141.117,139.496,126.453,150.321,157.533,145.888,74.494,7.682,0.166,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-CQ,重庆,CN-R-SW,西南,137.838,138.156,134.717,143.61,148.796,142.155,76.975,7.672,0.076,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-SC,四川,CN-R-SW,西南,143.717,142.68,138.774,155.257,164.511,147.424,77.456,6.441,0.339,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-GZ,贵州,CN-R-SW,西南,150.471,154.975,143.359,159.966,164.441,157.576,77.397,7.258,-0.173,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-YN,云南,CN-R-SW,西南,137.157,139.226,130.301,139.287,150.642,153.111,74.101,7.692,-0.227,国家统计局,2022-01-10,final
2021-12-01,2021,12,province,CN-XZ,西藏,CN-R-SW,西南,139.301,136.994,125.842,145.3,153.063,142.465,74.829,6.32,0.601,国家统计局,2022-01-10,final
