ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,labor_force_10k,employed_10k,unemployed_10k,unemployment_rate_pct,youth_unemp_rate_pct,participation_rate_pct,avg_monthly_wage_cny,new_urban_jobs_10k,source_org,release_date,data_status
2022-01-01,2022,1,region,CN-R-EC,华东,CN,中国,34936.98,33179.08,1757.89,5.032,11.87,65.919,13193.4,58.62,国家统计局,2022-02-10,final
2022-01-01,2022,1,region,CN-R-CC,华中,CN,中国,11861.48,11303.89,557.6,4.701,11.609,67.571,10797.18,18.34,国家统计局,2022-02-10,final
2022-01-01,2022,1,region,CN-R-SC,华南,CN,中国,11529.68,11016.81,512.87,4.448,14.622,65.96,12645.22,16.67,国家统计局,2022-02-10,final
2022-01-01,2022,1,region,CN-R-SW,西南,CN,中国,9978.65,9539.05,439.6,4.405,11.704,66.618,9070.85,16.58,国家统计局,2022-02-10,final
2022-01-01,2022,1,region,CN-R-NW,西北,CN,中国,5078.48,4862.08,216.4,4.261,14.025,66.001,11283.86,8.52,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-BJ,北京,CN-R-NC,华北,3094.5,2936.64,157.86,5.101,11.715,67.004,12052.63,5.35,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-TJ,天津,CN-R-NC,华北,1218.98,1163.24,55.74,4.572,11.413,67.356,12551.27,1.8,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HE,河北,CN-R-NC,华北,3064.84,2895.84,169.0,5.514,13.776,66.84,13053.11,4.92,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-SX,山西,CN-R-NC,华北,1787.23,1707.38,79.86,4.468,14.909,66.605,13679.1,3.11,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-NM,内蒙古,CN-R-NC,华北,1218.8,1166.55,52.25,4.287,11.261,65.967,13702.92,1.85,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-LN,辽宁,CN-R-NE,东北,2089.69,1990.24,99.45,4.759,14.716,67.359,13586.66,3.62,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-JL,吉林,CN-R-NE,东北,830.17,788.05,42.12,5.074,12.293,67.085,12116.99,1.52,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HL,黑龙江,CN-R-NE,东北,1167.86,1118.18,49.68,4.254,12.05,67.508,10044.23,1.96,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-SH,上海,CN-R-EC,华东,3291.56,3131.99,159.57,4.848,13.576,65.837,9154.1,5.47,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-JS,江苏,CN-R-EC,华东,9002.83,8608.83,394.0,4.376,12.711,66.233,11579.37,15.55,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-ZJ,浙江,CN-R-EC,华东,5845.78,5560.38,285.4,4.882,12.864,67.525,10253.91,8.55,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-AH,安徽,CN-R-EC,华东,3333.0,3165.08,167.92,5.038,12.534,66.822,9585.15,5.88,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-FJ,福建,CN-R-EC,华东,3462.61,3295.69,166.92,4.821,11.431,65.446,11632.93,5.33,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-JX,江西,CN-R-EC,华东,2225.65,2122.91,102.74,4.616,14.45,65.981,10006.52,4.04,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-SD,山东,CN-R-EC,华东,7792.32,7364.38,427.94,5.492,12.158,67.324,12659.79,11.13,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HA,河南,CN-R-CC,华中,4291.12,4104.24,186.88,4.355,11.784,66.583,12812.99,6.69,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HB,湖北,CN-R-CC,华中,3966.35,3761.5,204.85,5.165,12.305,67.26,10095.84,6.31,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HN,湖南,CN-R-CC,华中,3423.98,3237.97,186.0,5.432,12.12,66.236,9039.18,5.34,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-GD,广东,CN-R-SC,华南,9298.17,8816.44,481.72,5.181,14.658,67.775,9776.71,14.91,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-GX,广西,CN-R-SC,华南,1831.71,1753.69,78.03,4.26,14.116,65.811,12823.98,2.58,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-HI,海南,CN-R-SC,华南,559.59,532.35,27.24,4.869,14.757,66.941,13398.77,1.01,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-CQ,重庆,CN-R-SW,西南,2025.43,1920.48,104.95,5.182,13.509,67.116,9217.38,3.68,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-SC,四川,CN-R-SW,西南,4486.21,4290.63,195.58,4.36,11.553,65.899,12686.18,7.95,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-GZ,贵州,CN-R-SW,西南,1671.6,1594.6,77.0,4.607,12.432,67.345,9196.24,2.85,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-YN,云南,CN-R-SW,西南,1874.14,1777.47,96.68,5.159,14.416,65.902,11448.71,3.08,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-XZ,西藏,CN-R-SW,西南,205.61,195.63,9.99,4.857,12.113,67.106,12762.17,0.38,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-SN,陕西,CN-R-NW,西北,2470.27,2338.8,131.47,5.322,13.837,67.529,12480.5,4.05,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-GS,甘肃,CN-R-NW,西北,750.48,709.59,40.89,5.448,14.052,67.444,11910.0,1.19,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-QH,青海,CN-R-NW,西北,336.01,319.36,16.65,4.957,13.848,66.032,9508.63,0.48,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-NX,宁夏,CN-R-NW,西北,469.81,445.98,23.83,5.072,13.347,67.809,11612.3,0.86,国家统计局,2022-02-10,final
2022-01-01,2022,1,province,CN-XJ,新疆,CN-R-NW,西北,1143.89,1080.73,63.16,5.522,11.987,66.349,11592.65,2.06,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-GZ-GZ,广州,CN-GD,广东,1670.84,1588.08,82.76,4.953,12.404,65.869,8723.59,3.07,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-GD-SZ,深圳,CN-GD,广东,2032.64,1942.76,89.87,4.422,13.686,67.693,13518.34,3.72,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1245.37,1190.5,54.87,4.406,12.115,66.577,10996.22,1.76,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-JS-NJ,南京,CN-JS,江苏,1316.22,1250.19,66.02,5.016,13.836,67.172,9256.81,2.13,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-HB-WH,武汉,CN-HB,湖北,963.9,914.98,48.92,5.076,11.617,65.93,8666.48,1.41,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-SC-CD,成都,CN-SC,四川,1070.91,1014.64,56.28,5.255,14.249,66.34,13131.6,1.95,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-SN-XA,西安,CN-SN,陕西,583.88,552.29,31.59,5.41,12.914,66.67,8604.91,0.9,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-JS-SZ,苏州,CN-JS,江苏,1973.61,1866.53,107.07,5.425,13.608,66.354,13399.59,3.52,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-SD-QD,青岛,CN-SD,山东,1278.75,1220.41,58.34,4.562,14.167,66.67,11419.56,1.76,国家统计局,2022-02-10,final
2022-01-01,2022,1,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,849.56,810.6,38.95,4.585,13.886,67.635,12000.42,1.47,国家统计局,2022-02-10,final
2022-02-01,2022,2,national,CN,中国,,,88417.33,83714.67,4702.66,5.319,13.823,66.41,9013.18,140.6,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-NC,华北,CN,中国,10314.56,9833.11,481.45,4.668,15.116,67.99,12413.48,16.61,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-NE,东北,CN,中国,4187.13,4001.61,185.51,4.431,14.525,67.217,8918.78,6.28,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-EC,华东,CN,中国,35780.75,33904.07,1876.69,5.245,12.195,67.157,13235.82,49.07,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-CC,华中,CN,中国,11406.07,10847.5,558.56,4.897,11.754,67.476,10831.9,17.44,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-SC,华南,CN,中国,11449.16,10809.18,639.98,5.59,13.458,66.477,12685.88,17.62,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-SW,西南,CN,中国,10404.63,9938.38,466.25,4.481,12.429,66.723,9100.01,17.64,国家统计局,2022-03-13,final
2022-02-01,2022,2,region,CN-R-NW,西北,CN,中国,5195.84,4948.19,247.65,4.766,12.757,65.735,11320.14,7.14,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-BJ,北京,CN-R-NC,华北,3211.78,3049.68,162.11,5.047,13.115,66.015,12091.38,5.53,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-TJ,天津,CN-R-NC,华北,1262.19,1195.92,66.27,5.25,15.579,66.954,12591.62,2.23,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HE,河北,CN-R-NC,华北,3120.25,2983.89,136.36,4.37,12.083,66.646,13095.08,5.67,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-SX,山西,CN-R-NC,华北,1786.31,1700.49,85.83,4.805,13.189,67.167,13723.09,3.2,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-NM,内蒙古,CN-R-NC,华北,1217.94,1159.75,58.19,4.778,12.98,66.486,13746.98,2.1,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-LN,辽宁,CN-R-NE,东北,2143.82,2048.65,95.16,4.439,12.079,66.206,13630.35,3.29,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-JL,吉林,CN-R-NE,东北,847.62,809.98,37.64,4.44,15.484,67.732,12155.95,1.18,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HL,黑龙江,CN-R-NE,东北,1162.13,1096.83,65.3,5.619,14.777,66.798,10076.53,2.07,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-SH,上海,CN-R-EC,华东,3208.9,3032.79,176.11,5.488,13.202,67.0,9183.53,5.46,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-JS,江苏,CN-R-EC,华东,8983.68,8590.03,393.65,4.382,14.686,66.6,11616.6,12.63,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-ZJ,浙江,CN-R-EC,华东,6095.63,5837.8,257.83,4.23,12.607,66.588,10286.88,8.59,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-AH,安徽,CN-R-EC,华东,3198.22,3053.37,144.85,4.529,12.779,65.861,9615.97,5.56,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-FJ,福建,CN-R-EC,华东,3450.62,3285.13,165.5,4.796,11.697,66.068,11670.34,5.86,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-JX,江西,CN-R-EC,华东,2145.01,2037.69,107.32,5.003,13.7,66.219,10038.69,3.92,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-SD,山东,CN-R-EC,华东,7893.6,7463.61,430.0,5.447,11.946,66.277,12700.49,10.98,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HA,河南,CN-R-CC,华中,4189.69,3993.56,196.14,4.681,13.882,67.21,12854.19,7.3,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HB,湖北,CN-R-CC,华中,3880.85,3676.89,203.96,5.256,13.216,67.834,10128.31,6.18,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HN,湖南,CN-R-CC,华中,3384.5,3204.27,180.23,5.325,14.663,67.242,9068.25,5.47,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-GD,广东,CN-R-SC,华南,9379.28,8977.82,401.46,4.28,13.152,66.406,9808.15,14.93,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-GX,广西,CN-R-SC,华南,1892.19,1790.72,101.47,5.363,15.215,66.81,12865.21,3.21,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-HI,海南,CN-R-SC,华南,540.4,517.5,22.9,4.237,14.092,67.031,13441.85,0.98,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-CQ,重庆,CN-R-SW,西南,2014.65,1902.42,112.22,5.57,13.879,66.432,9247.02,3.29,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-SC,四川,CN-R-SW,西南,4548.33,4307.84,240.49,5.287,14.612,67.362,12726.97,7.72,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-GZ,贵州,CN-R-SW,西南,1729.02,1644.01,85.01,4.917,14.955,65.947,9225.81,3.11,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-YN,云南,CN-R-SW,西南,1894.17,1806.4,87.77,4.634,12.914,67.022,11485.52,2.84,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-XZ,西藏,CN-R-SW,西南,200.63,190.82,9.81,4.891,15.262,65.756,12803.21,0.28,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-SN,陕西,CN-R-NW,西北,2480.66,2359.63,121.03,4.879,13.888,67.54,12520.63,4.44,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-GS,甘肃,CN-R-NW,西北,758.61,722.0,36.6,4.825,12.874,67.974,11948.29,1.37,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-QH,青海,CN-R-NW,西北,347.11,328.85,18.26,5.259,14.695,67.535,9539.21,0.53,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-NX,宁夏,CN-R-NW,西北,476.48,452.58,23.9,5.016,13.773,65.895,11649.64,0.74,国家统计局,2022-03-13,final
2022-02-01,2022,2,province,CN-XJ,新疆,CN-R-NW,西北,1200.18,1143.49,56.69,4.724,12.047,67.386,11629.93,1.99,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-GZ-GZ,广州,CN-GD,广东,1716.77,1638.16,78.61,4.579,15.556,65.694,8751.64,2.5,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-GD-SZ,深圳,CN-GD,广东,2069.52,1981.32,88.2,4.262,12.108,66.243,13561.81,3.58,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1252.98,1199.15,53.83,4.296,12.655,67.691,11031.58,1.96,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-JS-NJ,南京,CN-JS,江苏,1354.4,1290.09,64.31,4.748,13.583,67.723,9286.57,1.96,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-HB-WH,武汉,CN-HB,湖北,959.24,910.01,49.23,5.133,15.162,67.712,8694.35,1.48,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-SC-CD,成都,CN-SC,四川,1072.1,1020.64,51.46,4.8,12.171,66.551,13173.82,1.94,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-SN-XA,西安,CN-SN,陕西,581.34,552.16,29.18,5.02,13.898,65.901,8632.57,0.92,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-JS-SZ,苏州,CN-JS,江苏,1932.04,1837.41,94.63,4.898,12.773,66.68,13442.67,3.1,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-SD-QD,青岛,CN-SD,山东,1255.99,1194.13,61.85,4.925,12.072,66.611,11456.28,2.28,国家统计局,2022-03-13,final
2022-02-01,2022,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,854.35,815.32,39.03,4.568,12.646,66.032,12039.0,1.56,国家统计局,2022-03-13,final
2022-03-01,2022,3,national,CN,中国,,,88327.99,83586.34,4741.65,5.368,15.077,67.21,9023.76,143.95,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-NC,华北,CN,中国,10366.82,9816.56,550.25,5.308,14.755,67.458,12428.05,16.37,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-NE,东北,CN,中国,4181.48,3998.7,182.78,4.371,14.026,66.168,8929.24,7.29,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-EC,华东,CN,中国,34288.67,32356.88,1931.79,5.634,13.308,66.004,13251.35,54.67,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-CC,华中,CN,中国,11965.94,11367.97,597.96,4.997,14.282,67.888,10844.61,21.67,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-SC,华南,CN,中国,11893.3,11234.61,658.7,5.538,15.771,66.937,12700.76,18.99,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-SW,西南,CN,中国,10065.13,9535.3,529.83,5.264,13.844,65.673,9110.69,17.28,国家统计局,2022-04-10,final
2022-03-01,2022,3,region,CN-R-NW,西北,CN,中国,5107.62,4858.44,249.18,4.879,14.48,66.926,11333.42,7.33,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-BJ,北京,CN-R-NC,华北,3071.63,2934.09,137.54,4.478,13.428,67.485,12105.57,5.41,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-TJ,天津,CN-R-NC,华北,1235.92,1166.12,69.8,5.648,15.973,67.843,12606.4,2.2,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HE,河北,CN-R-NC,华北,3085.08,2908.12,176.96,5.736,15.952,65.642,13110.45,5.47,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-SX,山西,CN-R-NC,华北,1814.74,1732.27,82.47,4.544,16.358,66.613,13739.19,2.55,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-NM,内蒙古,CN-R-NC,华北,1211.46,1153.98,57.47,4.744,16.311,66.326,13763.11,2.26,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-LN,辽宁,CN-R-NE,东北,2130.16,2011.04,119.12,5.592,14.718,65.959,13646.34,3.52,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-JL,吉林,CN-R-NE,东北,815.36,775.91,39.45,4.839,15.1,67.042,12170.21,1.23,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HL,黑龙江,CN-R-NE,东北,1144.27,1082.46,61.81,5.402,15.71,66.73,10088.35,1.68,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-SH,上海,CN-R-EC,华东,3144.74,2964.44,180.29,5.733,12.738,66.263,9194.31,5.56,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-JS,江苏,CN-R-EC,华东,8852.82,8353.72,499.11,5.638,16.409,66.039,11630.23,14.04,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-ZJ,浙江,CN-R-EC,华东,6137.89,5836.3,301.58,4.913,14.051,67.591,10298.95,9.91,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-AH,安徽,CN-R-EC,华东,3353.68,3174.18,179.5,5.352,12.894,67.551,9627.25,4.99,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-FJ,福建,CN-R-EC,华东,3422.88,3227.67,195.2,5.703,15.362,67.245,11684.03,5.13,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-JX,江西,CN-R-EC,华东,2223.15,2114.52,108.63,4.886,13.861,67.479,10050.47,3.66,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-SD,山东,CN-R-EC,华东,7925.66,7557.89,367.77,4.64,15.697,67.552,12715.39,13.01,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HA,河南,CN-R-CC,华中,4220.07,4023.63,196.44,4.655,15.367,65.842,12869.27,7.75,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HB,湖北,CN-R-CC,华中,3868.62,3693.0,175.63,4.54,12.984,66.254,10140.19,5.73,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HN,湖南,CN-R-CC,华中,3396.25,3219.49,176.76,5.204,13.955,66.864,9078.88,6.2,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-GD,广东,CN-R-SC,华南,9376.25,8879.94,496.31,5.293,14.099,66.213,9819.65,16.2,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-GX,广西,CN-R-SC,华南,1798.11,1694.8,103.31,5.745,14.141,67.244,12880.3,2.85,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-HI,海南,CN-R-SC,华南,540.84,513.3,27.54,5.092,13.341,66.71,13457.62,0.81,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-CQ,重庆,CN-R-SW,西南,2009.84,1904.37,105.46,5.247,15.999,66.402,9257.87,3.3,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-SC,四川,CN-R-SW,西南,4383.3,4156.9,226.39,5.165,15.549,66.594,12741.9,6.88,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-GZ,贵州,CN-R-SW,西南,1736.17,1638.1,98.06,5.648,15.927,65.929,9236.63,3.22,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-YN,云南,CN-R-SW,西南,1857.85,1767.08,90.77,4.886,13.809,66.239,11499.0,3.46,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-XZ,西藏,CN-R-SW,西南,208.82,198.27,10.55,5.052,15.484,66.359,12818.23,0.33,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-SN,陕西,CN-R-NW,西北,2420.1,2294.89,125.21,5.174,13.533,67.646,12535.32,4.39,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-GS,甘肃,CN-R-NW,西北,772.94,737.15,35.79,4.63,13.927,66.842,11962.31,1.3,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-QH,青海,CN-R-NW,西北,348.98,330.19,18.79,5.383,14.297,66.597,9550.4,0.58,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-NX,宁夏,CN-R-NW,西北,488.43,460.38,28.05,5.743,14.442,65.801,11663.31,0.91,国家统计局,2022-04-10,final
2022-03-01,2022,3,province,CN-XJ,新疆,CN-R-NW,西北,1199.77,1145.52,54.25,4.522,14.441,66.09,11643.57,2.16,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-GZ-GZ,广州,CN-GD,广东,1630.93,1557.78,73.15,4.485,15.865,67.055,8761.91,3.0,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-GD-SZ,深圳,CN-GD,广东,1979.29,1877.09,102.2,5.164,13.638,67.57,13577.72,3.53,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1270.36,1199.36,71.0,5.589,13.865,67.939,11044.52,2.09,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-JS-NJ,南京,CN-JS,江苏,1336.08,1271.86,64.22,4.807,15.366,66.128,9297.47,2.1,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-HB-WH,武汉,CN-HB,湖北,979.07,931.46,47.61,4.863,14.447,66.791,8704.55,1.49,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-SC-CD,成都,CN-SC,四川,1037.73,978.48,59.25,5.71,15.014,67.593,13189.28,1.7,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-SN-XA,西安,CN-SN,陕西,583.04,557.15,25.89,4.441,14.768,65.983,8642.7,1.04,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-JS-SZ,苏州,CN-JS,江苏,1963.65,1878.02,85.63,4.361,14.484,66.101,13458.44,3.26,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-SD-QD,青岛,CN-SD,山东,1235.19,1179.02,56.16,4.547,16.398,66.544,11469.72,2.2,国家统计局,2022-04-10,final
2022-03-01,2022,3,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,823.82,787.31,36.51,4.432,14.844,66.957,12053.13,1.21,国家统计局,2022-04-10,final
2022-04-01,2022,4,national,CN,中国,,,88392.96,83719.64,4673.32,5.287,15.047,66.789,9013.18,143.0,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-NC,华北,CN,中国,10756.67,10179.28,577.39,5.368,14.814,67.675,12413.48,19.5,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-NE,东北,CN,中国,3998.79,3799.74,199.05,4.978,16.368,65.647,8918.78,6.08,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-EC,华东,CN,中国,34052.99,32412.47,1640.51,4.818,14.762,67.056,13235.82,60.47,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-CC,华中,CN,中国,11648.04,11118.87,529.16,4.543,15.893,66.239,10831.9,21.06,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-SC,华南,CN,中国,11433.12,10918.66,514.46,4.5,16.353,66.814,12685.88,18.65,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-SW,西南,CN,中国,10324.55,9852.75,471.8,4.57,15.722,66.349,9100.01,17.47,国家统计局,2022-05-11,final
2022-04-01,2022,4,region,CN-R-NW,西北,CN,中国,5180.01,4918.87,261.14,5.041,15.855,67.927,11320.14,7.77,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-BJ,北京,CN-R-NC,华北,3189.9,3010.9,179.01,5.612,13.075,67.674,12091.38,5.81,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-TJ,天津,CN-R-NC,华北,1236.8,1174.01,62.78,5.076,12.732,67.099,12591.62,2.27,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-HE,河北,CN-R-NC,华北,3081.94,2940.07,141.87,4.603,15.161,66.261,13095.08,5.35,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-SX,山西,CN-R-NC,华北,1817.66,1723.81,93.85,5.163,15.966,67.158,13723.09,3.04,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-NM,内蒙古,CN-R-NC,华北,1198.96,1143.68,55.28,4.611,14.979,66.863,13746.98,1.65,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-LN,辽宁,CN-R-NE,东北,2117.13,2021.29,95.84,4.527,13.067,66.943,13630.35,3.81,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-JL,吉林,CN-R-NE,东北,837.06,796.92,40.14,4.795,13.573,67.552,12155.95,1.5,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-HL,黑龙江,CN-R-NE,东北,1182.31,1123.6,58.71,4.965,13.422,67.668,10076.53,1.87,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-SH,上海,CN-R-EC,华东,3244.9,3091.59,153.31,4.725,12.937,65.959,9183.53,4.52,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-JS,江苏,CN-R-EC,华东,9045.44,8576.68,468.76,5.182,12.738,66.472,11616.6,14.77,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-ZJ,浙江,CN-R-EC,华东,6113.93,5836.86,277.07,4.532,15.577,65.78,10286.88,10.46,国家统计局,2022-05-11,final
2022-04-01,2022,4,province,CN-AH,安徽,CN-R-EC,华东,3336.77,3144.05,192.72,5.776,12.799,66.609,9615.97,4.82,国家统计局,2022-05-11,final
